2026-06-23 18:51:35 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-71d1275e6f8a483c840d7fd991e88051","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/beneficiaries
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'name': 'Incomplete Payee'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 400
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"missing required fields","fields":["bank_name","account_number","ifsc","nickname"]}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-f3bdec1cf4db491d9b81dce050d51a03","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | DELETE http://127.0.0.1:5001/beneficiaries/BEN-UNKNOWN
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 404
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"beneficiary not found"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-76a6d89d84d44c0fbc2c7f31f3d7bc78","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'unknown.user', 'password': 'wrong-password'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 401
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"invalid username or password"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': '', 'password': ''}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 400
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"username and password are required"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': ''}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 400
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"username and password are required"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': '', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 400
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"username and password are required"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': None, 'password': None}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 400
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"username and password are required"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-dacc59c804574fbdb918377fcc622b42","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/auth/validate
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer_id":"CUST-1001","valid":true}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/auth/validate
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 401
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"invalid or missing token","valid":false}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/auth/validate
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 401
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"invalid or missing token","valid":false}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-cf40eac2aafe4b51b968413491d7ee42","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/transactions
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","transactions":[{"account_id":"ACC-1001","amount":1200.0,"created_at":"2026-06-21T13:21:36.573129+00:00","currency":"USD","description":"Salary credit","status":"SUCCESS","transaction_id":"TXN-1001","type":"CREDIT"},{"account_id":"ACC-1001","amount":145.5,"created_at":"2026-06-22T13:21:36.573129+00:00","currency":"USD","description":"Utility bill payment","status":"SUCCESS","transaction_id":"TXN-1002","type":"DEBIT"}]}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-b09379c5e251453f8ba74b91cca96fb7","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/transactions
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","transactions":[{"account_id":"ACC-1001","amount":1200.0,"created_at":"2026-06-21T13:21:36.617671+00:00","currency":"USD","description":"Salary credit","status":"SUCCESS","transaction_id":"TXN-1001","type":"CREDIT"},{"account_id":"ACC-1001","amount":145.5,"created_at":"2026-06-22T13:21:36.617671+00:00","currency":"USD","description":"Utility bill payment","status":"SUCCESS","transaction_id":"TXN-1002","type":"DEBIT"}]}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/transactions/TXN-1001
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","amount":1200.0,"created_at":"2026-06-21T13:21:36.617671+00:00","currency":"USD","description":"Salary credit","status":"SUCCESS","transaction_id":"TXN-1001","type":"CREDIT"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-ae491563000c4c9395525a2ed9bb96fc","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/transactions/recent
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","transactions":[{"account_id":"ACC-1001","amount":1200.0,"created_at":"2026-06-21T13:21:36.675180+00:00","currency":"USD","description":"Salary credit","status":"SUCCESS","transaction_id":"TXN-1001","type":"CREDIT"},{"account_id":"ACC-1001","amount":145.5,"created_at":"2026-06-22T13:21:36.675180+00:00","currency":"USD","description":"Utility bill payment","status":"SUCCESS","transaction_id":"TXN-1002","type":"DEBIT"}]}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-f3b3b635477747e8941b619037f3de5d","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/transactions
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","transactions":[{"account_id":"ACC-1001","amount":1200.0,"created_at":"2026-06-21T13:21:36.723759+00:00","currency":"USD","description":"Salary credit","status":"SUCCESS","transaction_id":"TXN-1001","type":"CREDIT"}]}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-69f2220ea0784406b8d0783dcc7a2f44","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/transfers
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'from_account_id': 'ACC-1001', 'to_account_number': '999900001111', 'amount': 25.0, 'currency': 'USD', 'remarks': 'Automation transfer 6263'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 201
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"balance":7475.75,"message":"transfer successful","transaction":{"account_id":"ACC-1001","amount":25.0,"created_at":"2026-06-23T13:21:36.786234+00:00","currency":"USD","description":"Automation transfer 6263","status":"SUCCESS","transaction_id":"TXN-94356002DB","type":"DEBIT"}}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/transactions/recent
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","transactions":[{"account_id":"ACC-1001","amount":25.0,"created_at":"2026-06-23T13:21:36.786234+00:00","currency":"USD","description":"Automation transfer 6263","status":"SUCCESS","transaction_id":"TXN-94356002DB","type":"DEBIT"},{"account_id":"ACC-1001","amount":1200.0,"created_at":"2026-06-21T13:21:36.765598+00:00","currency":"USD","description":"Salary credit","status":"SUCCESS","transaction_id":"TXN-1001","type":"CREDIT"},{"account_id":"ACC-1001","amount":145.5,"created_at":"2026-06-22T13:21:36.765598+00:00","currency":"USD","description":"Utility bill payment","status":"SUCCESS","transaction_id":"TXN-1002","type":"DEBIT"}]}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-fcb629ae13f144e88c91342f3d84b5a1","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/transactions/TXN-NOT-FOUND
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 404
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"transaction not found"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-355ddc476ab347ad8cd54acd9f98aca7","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-NOT-FOUND/transactions
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 404
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"error":"account not found"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-53307fac7bb948ada3ff09e171d795e1","token_type":"Bearer"}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/transfers
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'from_account_id': 'ACC-1001', 'to_account_number': '999900001111', 'amount': 250.25, 'currency': 'USD', 'remarks': 'Automation transfer 5167'}
2026-06-23 18:51:36 | INFO     | RequestHelper | Response status: 201
2026-06-23 18:51:36 | INFO     | RequestHelper | Response body: {"balance":7250.5,"message":"transfer successful","transaction":{"account_id":"ACC-1001","amount":250.25,"created_at":"2026-06-23T13:21:36.943766+00:00","currency":"USD","description":"Automation transfer 5167","status":"SUCCESS","transaction_id":"TXN-E5E9FF820D","type":"DEBIT"}}

2026-06-23 18:51:36 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:36 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:37 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:37 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-20592a4237f5484bb695b60d869f4da8","token_type":"Bearer"}

2026-06-23 18:51:37 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/balance
2026-06-23 18:51:37 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:37 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","available_balance":7500.75,"currency":"USD","status":"ACTIVE"}

2026-06-23 18:51:37 | INFO     | RequestHelper | POST http://127.0.0.1:5001/transfers
2026-06-23 18:51:37 | INFO     | RequestHelper | Request payload: {'from_account_id': 'ACC-1001', 'to_account_number': '999900001111', 'amount': 100.0, 'currency': 'USD', 'remarks': 'Automation transfer 8241'}
2026-06-23 18:51:37 | INFO     | RequestHelper | Response status: 201
2026-06-23 18:51:37 | INFO     | RequestHelper | Response body: {"balance":7400.75,"message":"transfer successful","transaction":{"account_id":"ACC-1001","amount":100.0,"created_at":"2026-06-23T13:21:37.024128+00:00","currency":"USD","description":"Automation transfer 8241","status":"SUCCESS","transaction_id":"TXN-EC1020E4EC","type":"DEBIT"}}

2026-06-23 18:51:37 | INFO     | RequestHelper | GET http://127.0.0.1:5001/accounts/ACC-1001/balance
2026-06-23 18:51:37 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:37 | INFO     | RequestHelper | Response body: {"account_id":"ACC-1001","available_balance":7400.75,"currency":"USD","status":"ACTIVE"}

2026-06-23 18:51:37 | INFO     | RequestHelper | POST http://127.0.0.1:5001/auth/login
2026-06-23 18:51:37 | INFO     | RequestHelper | Request payload: {'username': 'john.doe', 'password': 'SecurePass123!'}
2026-06-23 18:51:37 | INFO     | RequestHelper | Response status: 200
2026-06-23 18:51:37 | INFO     | RequestHelper | Response body: {"customer":{"customer_id":"CUST-1001","name":"John Doe","username":"john.doe"},"expires_in":3600,"token":"mock-token-746429bb17c64de983df3b3c12f5173c","token_type":"Bearer"}

2026-06-23 18:51:37 | INFO     | RequestHelper | POST http://127.0.0.1:5001/transfers
2026-06-23 18:51:37 | INFO     | RequestHelper | Request payload: {'from_account_id': 'ACC-1001', 'to_account_number': '999900001111', 'amount': 55.0, 'currency': 'USD', 'remarks': 'Automation transfer 1578'}
2026-06-23 18:51:37 | INFO     | RequestHelper | Response status: 201
